100
235926683648.000000,227108814848.000000,253727506432.000000,276080033792.000000,241609359360.000000,246494265344.000000,248385994752.000000,262551207936.000000,249076989952.000000,237216202752.000000,252319547392.000000,205356351488.000000,216862621696.000000,245049851904.000000,240163192832.000000,236605915136.000000,242656264192.000000,218608762880.000000,203923800064.000000,206435090432.000000,248827543552.000000,237734100992.000000,212199227392.000000,227402301440.000000,260089479168.000000,221589667840.000000,225121812480.000000,217404588032.000000,251350401024.000000,270552580096.000000,221844209664.000000,241579556864.000000,244627177472.000000,232878047232.000000,226894315520.000000,232961441792.000000,268680298496.000000,244772896768.000000,232563343360.000000,250018594816.000000,230062833664.000000,250887634944.000000,240759521280.000000,265101836288.000000,245710241792.000000,255100469248.000000,257146273792.000000,244762738688.000000,222442438656.000000,243291373568.000000,244898136064.000000,223791153152.000000,225442349056.000000,244775190528.000000,233602252800.000000,231508705280.000000,245782691840.000000,275680296960.000000,237138493440.000000,253910302720.000000,238238810112.000000,224022839296.000000,224548847616.000000,238687109120.000000,242858164224.000000,253636624384.000000,239058911232.000000,235740594176.000000,235407769600.000000,228727603200.000000,222565711872.000000,260983701504.000000,263763689472.000000,222968152064.000000,245573206016.000000,260035772416.000000,218274037760.000000,223722471424.000000,241580982272.000000,255977078784.000000,220170731520.000000,212470644736.000000,228929912832.000000,241342513152.000000,231726383104.000000,223362662400.000000,245925609472.000000,237135773696.000000,232734556160.000000,263885586432.000000,256813498368.000000,237831241728.000000,255359205376.000000,246488252416.000000,256215498752.000000,241589452800.000000,266300358656.000000,232266989568.000000,234112483328.000000,245340717056.000000
245844525056.000000,229964972032.000000,267376345088.000000,282585694208.000000,239727427584.000000,246494724096.000000,243616284672.000000,266581868544.000000,267313037312.000000,230637551616.000000,234285793280.000000,210860163072.000000,222844354560.000000,252844097536.000000,241779474432.000000,239311323136.000000,236511232000.000000,243325403136.000000,202735714304.000000,224413663232.000000,265183559680.000000,253418422272.000000,222240473088.000000,228101570560.000000,275023495168.000000,239886696448.000000,216782405632.000000,229878644736.000000,243175014400.000000,258377367552.000000,247213981696.000000,233954213888.000000,250910867456.000000,238012645376.000000,259331096576.000000,228675338240.000000,263165198336.000000,256004079616.000000,240162553856.000000,249195151360.000000,223783747584.000000,263152058368.000000,240424337408.000000,255705972736.000000,233115320320.000000,244221329408.000000,248150736896.000000,215538352128.000000,222225596416.000000,240691757056.000000,243036553216.000000,203664785408.000000,220997664768.000000,244108066816.000000,226102755328.000000,217382109184.000000,232692924416.000000,269973667840.000000,250633437184.000000,267781455872.000000,234400481280.000000,224625246208.000000,231762935808.000000,244137328640.000000,267764367360.000000,243133448192.000000,251353268224.000000,220972679168.000000,252176728064.000000,240254500864.000000,227019751424.000000,252507242496.000000,255422414848.000000,227538862080.000000,219580137472.000000,239094333440.000000,221591961600.000000,231288668160.000000,244206600192.000000,248946065408.000000,233451143168.000000,220476473344.000000,208975347712.000000,238485356544.000000,236328583168.000000,249653379072.000000,218517798912.000000,225535115264.000000,236124569600.000000,261518704640.000000,235491934208.000000,225842184192.000000,240187998208.000000,252688121856.000000,257674248192.000000,237077626880.000000,263093518336.000000,227175661568.000000,227460251648.000000,242175918080.000000
229044011008.000000,229294800896.000000,243496583168.000000,270649475072.000000,223211438080.000000,247909122048.000000,243276136448.000000,255653199872.000000,260757094400.000000,220498624512.000000,220480471040.000000,216627200000.000000,212223492096.000000,259005710336.000000,230352846848.000000,210673762304.000000,235649597440.000000,236262866944.000000,198745767936.000000,220147597312.000000,246506078208.000000,242796036096.000000,214474801152.000000,226362687488.000000,269597114368.000000,230057902080.000000,208863264768.000000,207690072064.000000,237729808384.000000,257877606400.000000,228059250688.000000,241267589120.000000,237121486848.000000,217868156928.000000,246188802048.000000,223030001664.000000,237275447296.000000,249666093056.000000,247616225280.000000,232910241792.000000,223705743360.000000,258039398400.000000,237680033792.000000,243858571264.000000,221919444992.000000,241831067648.000000,225590149120.000000,205626720256.000000,208942301184.000000,233125232640.000000,236249939968.000000,188614787072.000000,222858723328.000000,233768861696.000000,224744538112.000000,206638841856.000000,239669460992.000000,257058979840.000000,235213766656.000000,247769464832.000000,218014023680.000000,219496841216.000000,206559199232.000000,252843687936.000000,238131363840.000000,250318110720.000000,249035423744.000000,222294556672.000000,248549982208.000000,206569193472.000000,234655301632.000000,242604703744.000000,250330431488.000000,228696899584.000000,217319505920.000000,229081530368.000000,231735656448.000000,236880232448.000000,243817611264.000000,236333613056.000000,233694052352.000000,207750955008.000000,208957145088.000000,247819288576.000000,219986001920.000000,242148655104.000000,216080924672.000000,238437220352.000000,232365817856.000000,239894806528.000000,228451713024.000000,213702656000.000000,238518059008.000000,243855179776.000000,244551368704.000000,237661585408.000000,254325145600.000000,210666733568.000000,221252108288.000000,221780705280.000000
227033464832.000000,214413099008.000000,236349407232.000000,259529424896.000000,227687874560.000000,244095451136.000000,230378209280.000000,249357221888.000000,257955610624.000000,237352517632.000000,229389893632.000000,193387266048.000000,200773091328.000000,252179202048.000000,241213849600.000000,208455319552.000000,221455253504.000000,219936374784.000000,192038518784.000000,213613903872.000000,224639860736.000000,235282235392.000000,213351333888.000000,241418600448.000000,246670983168.000000,207778611200.000000,190910332928.000000,203762040832.000000,243740114944.000000,258243215360.000000,230645448704.000000,235635867648.000000,242684608512.000000,219945369600.000000,230436306944.000000,219955871744.000000,240083992576.000000,244613742592.000000,221961781248.000000,238962638848.000000,201285828608.000000,245526347776.000000,224750911488.000000,250955087872.000000,236238585856.000000,230304956416.000000,226581561344.000000,235481120768.000000,203423580160.000000,228037099520.000000,235870863360.000000,203802394624.000000,214072672256.000000,256193069056.000000,234465574912.000000,207339323392.000000,236596019200.000000,275547488256.000000,225683800064.000000,257954545664.000000,226744336384.000000,213589098496.000000,207817179136.000000,228773888000.000000,235790778368.000000,231912308736.000000,250154385408.000000,196024958976.000000,245113552896.000000,201666002944.000000,205763379200.000000,243718340608.000000,242067619840.000000,207528034304.000000,211743506432.000000,234792222720.000000,218175717376.000000,210722177024.000000,215577165824.000000,236848037888.000000,219135836160.000000,207721431040.000000,214361767936.000000,248885346304.000000,208753295360.000000,219507589120.000000,215908892672.000000,226166636544.000000,245404385280.000000,239734571008.000000,227026747392.000000,234329571328.000000,233789259776.000000,235938152448.000000,248724406272.000000,204508151808.000000,258057699328.000000,207831842816.000000,224736477184.000000,229351784448.000000
268978356224.000000,262191939584.000000,295339425792.000000,308213415936.000000,264925462528.000000,257542504448.000000,260955602944.000000,284884369408.000000,274030821376.000000,269272268800.000000,263748812800.000000,231791280128.000000,249576456192.000000,274133417984.000000,272151461888.000000,250715078656.000000,276398833664.000000,261718392832.000000,236177195008.000000,259897868288.000000,299094966272.000000,278131113984.000000,244128104448.000000,250396770304.000000,288321732608.000000,279635918848.000000,258435055616.000000,231546601472.000000,280788074496.000000,302142390272.000000,260869111808.000000,265054322688.000000,290334867456.000000,265542189056.000000,277979627520.000000,243159334912.000000,292128653312.000000,282745602048.000000,259070918656.000000,280172560384.000000,273035886592.000000,275792592896.000000,260072964096.000000,293898780672.000000,279878172672.000000,262887751680.000000,282104594432.000000,253512876032.000000,260299374592.000000,272747151360.000000,276344897536.000000,230951731200.000000,239415541760.000000,266287235072.000000,272423452672.000000,252117385216.000000,280355962880.000000,291838132224.000000,280973639680.000000,292631609344.000000,264883568640.000000,278686203904.000000,274912968704.000000,273371791360.000000,282991656960.000000,278374809600.000000,273327751168.000000,248743362560.000000,270106509312.000000,263651966976.000000,260777672704.000000,270588641280.000000,270739505152.000000,260408623104.000000,274979749888.000000,274911985664.000000,236631293952.000000,256237469696.000000,271890874368.000000,294757695488.000000,265201975296.000000,244868972544.000000,248136237056.000000,277422374912.000000,252674801664.000000,269004914688.000000,247059251200.000000,262913654784.000000,263915913216.000000,293374820352.000000,282245791744.000000,271680061440.000000,287305760768.000000,293767315456.000000,292280074240.000000,279920640000.000000,291263250432.000000,247515774976.000000,258678210560.000000,279345299456.000000
271184199680.000000,243824050176.000000,275042336768.000000,297841655808.000000,272710090752.000000,292101062656.000000,260843454464.000000,308091027456.000000,284036694016.000000,257116356608.000000,282825261056.000000,237807108096.000000,239670083584.000000,272789241856.000000,280975310848.000000,258100084736.000000,265698246656.000000,262024118272.000000,233915006976.000000,245535440896.000000,287101419520.000000,264677195776.000000,238065991680.000000,251072315392.000000,288755187712.000000,260220715008.000000,246597255168.000000,230597492736.000000,270116732928.000000,300831145984.000000,260625645568.000000,266352050176.000000,268404424704.000000,239329705984.000000,278674735104.000000,261585600512.000000,277266104320.000000,289565474816.000000,253936402432.000000,295866105856.000000,249885163520.000000,289691402240.000000,270456455168.000000,278752624640.000000,266460495872.000000,270998028288.000000,278534651904.000000,263313948672.000000,247243784192.000000,266360012800.000000,270582693888.000000,238113505280.000000,245811363840.000000,272907321344.000000,274124570624.000000,244211957760.000000,276994424832.000000,298419912704.000000,279143809024.000000,267596316672.000000,270637547520.000000,268075220992.000000,258203516928.000000,282909310976.000000,294013698048.000000,262769901568.000000,277051834368.000000,251846721536.000000,266708320256.000000,236644286464.000000,254925471744.000000,286915461120.000000,283172175872.000000,246598025216.000000,244181073920.000000,286074896384.000000,249514622976.000000,270349352960.000000,269019021312.000000,270635417600.000000,258320515072.000000,246372941824.000000,243429277696.000000,272465444864.000000,264272363520.000000,247814275072.000000,243055378432.000000,266487545856.000000,253666525184.000000,282769293312.000000,267529109504.000000,264178286592.000000,277405466624.000000,287217254400.000000,275471859712.000000,272762863616.000000,308281573376.000000,250359267328.000000,261723029504.000000,271081193472.000000
261328617472.000000,232074690560.000000,268054036480.000000,294821462016.000000,264594817024.000000,261798215680.000000,252182544384.000000,282739212288.000000,260464918528.000000,261499797504.000000,259453730816.000000,238557659136.000000,254466031616.000000,266805608448.000000,268602785792.000000,252659499008.000000,252590604288.000000,256031834112.000000,250753466368.000000,234564304896.000000,278262972416.000000,250847903744.000000,238420557824.000000,243950125056.000000,277381087232.000000,264486109184.000000,241888690176.000000,229862047744.000000,276423475200.000000,280569413632.000000,256382255104.000000,263009468416.000000,274717917184.000000,243458244608.000000,267078483968.000000,257229832192.000000,275953713152.000000,271680880640.000000,246038183936.000000,270033698816.000000,245153415168.000000,273761648640.000000,245451096064.000000,282033586176.000000,257805664256.000000,257285046272.000000,275314245632.000000,230095093760.000000,235633475584.000000,251115913216.000000,252498870272.000000,220644933632.000000,238803992576.000000,266355408896.000000,258782560256.000000,226174976000.000000,270063255552.000000,285495721984.000000,261221924864.000000,270916501504.000000,258590785536.000000,266294165504.000000,248397561856.000000,259008954368.000000,276987379712.000000,281960251392.000000,267702501376.000000,253897900032.000000,273617289216.000000,255479939072.000000,242974621696.000000,282646806528.000000,273535205376.000000,229846171648.000000,264437497856.000000,276670775296.000000,223688540160.000000,263452311552.000000,262063734784.000000,287245008896.000000,250242695168.000000,224632193024.000000,226467676160.000000,264870903808.000000,243994869760.000000,248785911808.000000,238127677440.000000,248151130112.000000,257552302080.000000,278009446400.000000,262473154560.000000,252245606400.000000,271052226560.000000,256334118912.000000,258686418944.000000,254184275968.000000,294107348992.000000,243761414144.000000,242119114752.000000,265659367424.000000
233223979008.000000,227542269952.000000,237764624384.000000,263383040000.000000,230675431424.000000,220476817408.000000,245884928000.000000,260734681088.000000,250703249408.000000,236867108864.000000,231275233280.000000,219699068928.000000,218134544384.000000,242870435840.000000,228812308480.000000,230270664704.000000,236460081152.000000,227631398912.000000,201456680960.000000,213112193024.000000,256967393280.000000,246366404608.000000,217146785792.000000,238693433344.000000,258542157824.000000,232351842304.000000,222137024512.000000,204010536960.000000,256849510400.000000,258206023680.000000,219508080640.000000,229726437376.000000,237616939008.000000,227885842432.000000,255545442304.000000,216256610304.000000,265083338752.000000,263064403968.000000,226994667520.000000,262622429184.000000,207262793728.000000,246713270272.000000,231403962368.000000,259022880768.000000,236891242496.000000,234546462720.000000,257042661376.000000,226344763392.000000,213652848640.000000,228826791936.000000,240147316736.000000,212458389504.000000,224874954752.000000,250471317504.000000,234927521792.000000,216576147456.000000,241868161024.000000,273949310976.000000,239072362496.000000,251894235136.000000,233434578944.000000,225004814336.000000,221785735168.000000,261419532288.000000,254986240000.000000,253820518400.000000,252478783488.000000,216921358336.000000,251089354752.000000,216419565568.000000,219190968320.000000,240599760896.000000,252951003136.000000,222031577088.000000,241990139904.000000,240537600000.000000,222373429248.000000,225086275584.000000,236766003200.000000,258194980864.000000,233074835456.000000,210973671424.000000,208481714176.000000,246899949568.000000,209172692992.000000,223035670528.000000,211872415744.000000,239903916032.000000,243525287936.000000,258716516352.000000,238285520896.000000,235777032192.000000,246021439488.000000,244523614208.000000,242930941952.000000,242725994496.000000,268939247616.000000,220607889408.000000,224729071616.000000,241193893888.000000
282228064256.000000,259219226624.000000,296725348352.000000,306899943424.000000,276744208384.000000,274039832576.000000,288743161856.000000,302048509952.000000,274692325376.000000,275771916288.000000,289234518016.000000,259054731264.000000,272678584320.000000,283808792576.000000,280936480768.000000,272737894400.000000,279612391424.000000,281199706112.000000,256103776256.000000,266498473984.000000,306495815680.000000,280862326784.000000,260047749120.000000,274608128000.000000,290083733504.000000,286339923968.000000,252481601536.000000,239631073280.000000,310997385216.000000,299553390592.000000,270723907584.000000,298585063424.000000,291065266176.000000,252819832832.000000,289077690368.000000,283008008192.000000,304574398464.000000,312494292992.000000,251788902400.000000,299003740160.000000,277313355776.000000,291314958336.000000,271918333952.000000,294354714624.000000,274952060928.000000,261980651520.000000,299144839168.000000,255656755200.000000,262684065792.000000,294917537792.000000,279941120000.000000,241160273920.000000,258417016832.000000,289502101504.000000,295525777408.000000,251258126336.000000,302619656192.000000,325088280576.000000,281628409856.000000,282692452352.000000,283567489024.000000,287269814272.000000,257503379456.000000,297906405376.000000,305042292736.000000,302619557888.000000,290747351040.000000,257591574528.000000,301083066368.000000,265024061440.000000,275810353152.000000,301239435264.000000,307198296064.000000,256321110016.000000,289773420544.000000,292388306944.000000,252345155584.000000,276303314944.000000,273217437696.000000,302479802368.000000,277859991552.000000,242746163200.000000,254849925120.000000,300934201344.000000,258833104896.000000,266258661376.000000,267880267776.000000,271748562944.000000,275694682112.000000,284116975616.000000,292581015552.000000,267551834112.000000,301904691200.000000,290853322752.000000,279937581056.000000,293373214720.000000,315381809152.000000,277357068288.000000,270699905024.000000,285165125632.000000
232288763904.000000,217802768384.000000,257692237824.000000,271213854720.000000,229712805888.000000,226756739072.000000,248369971200.000000,260674027520.000000,253689577472.000000,211083182080.000000,217223888896.000000,200598503424.000000,215248584704.000000,242879266816.000000,239596044288.000000,218302791680.000000,227716251648.000000,228343611392.000000,176364978176.000000,218353090560.000000,243708608512.000000,232204713984.000000,214136586240.000000,240422666240.000000,250482114560.000000,228774641664.000000,201834299392.000000,206954004480.000000,242835193856.000000,262639697920.000000,230562201600.000000,235904663552.000000,247096754176.000000,226218262528.000000,247508402176.000000,214503555072.000000,244229357568.000000,244853669888.000000,223215386624.000000,238854488064.000000,209892638720.000000,234841096192.000000,229154930688.000000,252439560192.000000,232324448256.000000,224931364864.000000,250461192192.000000,221836279808.000000,212501626880.000000,239698837504.000000,234627088384.000000,197990531072.000000,208530751488.000000,241157963776.000000,234286350336.000000,209903042560.000000,237376143360.000000,253594533888.000000,241426071552.000000,256115949568.000000,216702664704.000000,230754549760.000000,220981657600.000000,242541953024.000000,246757195776.000000,238475067392.000000,242569052160.000000,210462556160.000000,256975126528.000000,209433509888.000000,210103779328.000000,251575762944.000000,245307457536.000000,208804478976.000000,218945208320.000000,239856205824.000000,218057474048.000000,219966930944.000000,231573897216.000000,243705921536.000000,216707268608.000000,200056422400.000000,209757028352.000000,235445174272.000000,211240566784.000000,231544750080.000000,212423049216.000000,225587036160.000000,236058492928.000000,245387919360.000000,241797726208.000000,230238453760.000000,243835092992.000000,241781702656.000000,252520120320.000000,219136835584.000000,255029608448.000000,221752770560.000000,232201764864.000000,230720045056.000000
